	sentence	label
1414	-- Если б вы любили, кузина, -- продолжал он, не слушая ее, -- вы должны помнить, как дорого вам было проснуться после такой ночи, как радостно знать, что вы существуете, что есть мир, люди и он...	positive
1415	-- Что за уборка ночью!	negative
1419	-- Э!	neutral
1420	-- Верую!	positive
1421	-- На вас не угодишь.	negative
1424	-- Что мне отвечать тебе, Ваня?	neutral
1426	-- Нет-с.	neutral
1428	-- Опять!	neutral
1429	-- Будто у меня множество денег и всё рубли -- агромадный мешок!	neutral
1430	-- Разбойничал?	negative
1431	-- Нет, не случалось, -- отвечал Раскольников.	neutral
1432	-- Э-эх!	neutral
1433	-- О, боже ж мой, боже мой!..	negative
1434	-- А ну-ко, Ларя,	neutral
1437	-- А я лучше захочу всю жизнь прокочевать в киргизской палатке, -- вскричал я, -- чем поклоняться немецкому идолу.	neutral
1438	-- Дя-дя!	neutral
1440	-- Сейчас, сейчас!	neutral
1441	-- А что тебе за дело?	neutral
1442	-- Ну, что еще?	negative
1443	-- Ну вот, как он...	neutral
1444	-- Самовар поставила?	neutral
1445	-- Вы получили, дядюшка, письмо?..	neutral
1446	-- Пошто села к окну?	neutral
1448	-- Не беспокойтесь, маменька!	neutral
1451	-- У тебя беспокойная натура, -- сказал Аянов, -- не было строгой руки и тяжелой школы -- вот ты и куролесишь...	neutral
1452	-- Мало ли что!	negative
1453	-- И неужели вы столько денег получили, Иван Петрович?	neutral
1459	-- Случалось...	neutral
1460	-- Ишь ты!	negative
1461	-- Зато у меня имение на руках, -- со вздохом сказал Обломов.	neutral
1462	-- Ну, стало быть, и кстати, что я вас не пригласил и не приглашаю.	neutral
1463	-- Завтра?	neutral
1464	-- Здорова, здорова...	positive
1466	-- Доброй ночи, ненько!	positive
1467	-- Да...	neutral
1471	-- Всё это вздор!	negative
1472	-- Пшла!..	negative
1473	-- Ты хорошо рассказываешь, хорошо!	positive
1475	-- Что же мне делать, cousin: я не понимаю?	neutral
1476	-- Ей: она родная племянница.	neutral
1477	-- Не сердись!	neutral
1478	-- Погодите, -- удерживал Обломов, -- я было хотел поговорить с вами о делах.	neutral
1479	-- А видно, что ты не простых, чёрных людей сын.	neutral
1480	-- Вы говорите: брак.	neutral
1481	-- И как это великолепно, -- вскричал я, -- грубее нельзя показать, что она согласилась выйти только за деньги.	neutral
1482	-- Что, ничего не чувствуешь?	neutral
1483	-- Что ж там такое?	neutral
1484	-- Я ничего.	neutral
1485	-- Но позвольте, mon cher mar-1uis, да вам что за дело?	neutral
1488	-- Я расскажу про Микиту, -- отвечал табунщик, -- потому что он был мой кум.	neutral
1489	-- Посмотрите, милые, посмотрите!	neutral
1490	-- Почему же вы так наверно убеждены?	neutral
1491	-- Ну, извините, -- перебил генерал, -- теперь ни минуты более не имею.	neutral
1492	-- Вам хочется знать, в чем дело, -- сухо и раздражительно отвечала она.	neutral
1494	-- Говорю, сами не захотели...	neutral
1498	-- Смотри ты, какой пышный!	neutral
1499	-- Ну, брат, какую ты метафизику устроил из красоты!	neutral
1500	-- А я вам такие, что не будут кусаться!	neutral
1501	-- Чрез Настасью Филипповну?	neutral
1502	-- Какая глупая болтовня!	negative
1504	-- А я украл!	negative
1506	-- Я вам, Алена Ивановна, может быть, на днях, еще одну вещь принесу...	neutral
1510	-- Вы меня удивляете, -- продолжала по-прежнему генеральша, -- голоден и припадки!	neutral
1511	-- Она, милые, ещё до свадьбы погуливала!	negative
1512	-- Придут, -- скажи, что я сейчас ворочусь.	neutral
1515	-- Хожу!	neutral
1516	-- Ах, какая отличная работа!	positive
1519	-- А, вот как!	neutral
1521	-- Двадцать шесть.	neutral
1522	-- Что это с вами, Пульхерия Ивановна?	neutral
1525	-- Эк ведь вам Алена-то Ивановна страху задала!	neutral
1526	-- Ваше сиятельство!	positive
1527	-- Гм...	neutral
1528	-- Н-да, -- сказал Маякин, усмехаясь.	neutral
1529	-- Окаянный!..	negative
1530	-- Так вот те principes...	neutral
1531	-- Анафемы подлые!	negative
1534	-- С бедою!	negative
1537	-- Что за старый!	negative
1539	-- Да так, хоть ты мне и батько, а как будешь смеяться, то, ей-богу, поколочу!	negative
1544	-- Да, вы совершенны, кузина; но ведь Венера Милосская, головка Греза, женщины Рубенса -- еще совершеннее вас.	neutral
1545	-- Полтора рубля!	neutral
1546	-- Идём вместе.	neutral
1550	-- Так.	neutral
1551	-- Не шутя, на Мурашиной.	neutral
1552	-- Ска-алкой!..	negative
1553	-- Вы смеетесь, что ли, надо мною, -- крикнул генерал.	negative
1555	-- Ишь, и Залёжев тут!	neutral
1556	-- Вот больно нужно!	negative
1557	-- Очень превосходно, Ларя!	positive
1558	-- Вы живете на Васильевском?	neutral
1560	-- Я не о том жалею, моя наймилейшая мне дочь, что ты во цвете лет своих, не дожив положенного века, на печаль и горесть мне, оставила землю.	negative
1561	-- Как же у других не бывает ни моли, ни клопов?	neutral
1563	-- Бог знает что вы говорите, Пульхерия Ивановна!	negative
1564	-- А как же!	neutral
1567	-- Что -- все-таки?	neutral
1568	-- А генералу что?	neutral
1569	-- Айда гулять, Илюшка!	positive
1570	-- Уж как ты себе хочешь, только я все, что завещала мне моя голубка, исполню, ничего не пожалея.	neutral
1571	-- Найдутся охотники!	neutral
1572	-- Потому что он подлец, -- странно ответила она мне.	negative
1574	-- Ну, и ничего.	neutral
1575	-- Дьявол есть образ злобы твоей, отражение духовной темноты...	neutral
1576	-- Ты где?	neutral
1577	-- Проснулся!	neutral
1578	-- Позвольте-с, нельзя-с Не велено принимать-с, вам отказывать велено.	neutral
1582	-- Как достигну?	neutral
1583	-- Ну что ж?	neutral
1584	-- Ну и ладно!	neutral
1585	-- Напрасно ты думаешь, пан философ, улепетнуть из хутора!	neutral
1586	-- Ах, как мне хотелось тебя видеть!	positive
1587	-- Ты?	neutral
1590	-- Так вам нравится такая женщина, князь?	neutral
1592	-- Это ты напрасно!	negative
1593	-- Ты к нему, Наташа?	neutral
1595	-- Я про чрево спрашиваю, дура...	negative
1597	-- Не мы, не мы, -- говорите вы, почти все.	neutral
1598	-- Помер...	negative
1599	-- А поворотись-ка, сын!	neutral
1600	-- Кузина!	neutral
1601	-- Дайте вы денег, ведь у вас много!	neutral
1604	-- Эх, Ваня, Ваня!	neutral
1605	-- А как же: что ж они, по-твоему?	neutral
1608	-- Эвона!	neutral
1609	-- Любить!	positive
1611	-- Я пойду прямо к делу: скажите мне, откуда вы берете это спокойствие, как удается вам сохранить тишину, достоинство, эту свежесть в лице, мягкую уверенность и скромность в каждом мерном движении вашей жизни?	neutral
1613	-- Не пошевелись для тебя, сиди, как мертвая!	negative
1615	-- Да ему кто сказал?	neutral
1617	-- Что ж делать!	neutral
1618	-- Ты мети, выбирай сор из углов -- и не будет ничего, -- учил Обломов.	negative
1619	-- Вот возьмите скорей: это мои волосы и колечко.	neutral
1621	-- Пойдемте, сударь, -- сказал вдруг Мармеладов, поднимая голову и обращаясь к Раскольникову, -- доведите меня...	neutral
1622	-- Еще бы!	neutral
1627	-- Прямо из прописи!	neutral
1628	-- Обещал, всё обещал.	neutral
1629	-- Пока не выгонит -- как обыкновенно.	neutral
1631	-- Ну а коли я соврал, -- воскликнул он вдруг невольно, -- коли действительно не подлец человек, весь вообще, весь род то есть человеческий, то значит, что остальное всё -- предрассудки, одни только страхи напущенные, и нет никаких преград, и так тому и следует быть!..	negative
1632	-- Ну, ладно, ладно.	neutral
1634	-- Не вините и меня.	neutral
1635	-- Куда же ты?	neutral
1636	-- Ничего-о!	neutral
1637	-- За ваше здоровье, Александр Федорыч!	positive
1640	-- Кто ж это знает!	neutral
1641	-- Ну-ну, не буду, чёрт с тобой!	negative
1642	-- Тут он её клещами ка-ак брякнет!	negative
1644	-- Нет, все спустил.	negative
1645	-- Ну-с!	neutral
1647	-- А в том моя добрая воля, батюшка, терпеть или вещь вашу теперь же продать.	neutral
1648	-- Что ж, меня действительно развлекает, как вы беситесь.	neutral
1649	-- На снаряженье Илюшки в училище я тебе дам!..	neutral
1650	-- Ты...	neutral
1651	-- Недалеко мы уехали, -- сказал он задумчиво.	neutral
1652	-- Милостивый государь, -- начал он почти с торжественностию, -- бедность не порок, это истина.	positive
1653	-- Завтра.	neutral
1654	-- Да...	neutral
1655	-- Ты, сволочь, не видишь -- штаны разорвались!	negative
1657	-- Нет, Крестьян Иванович, мы лучше это оставим теперь, -- отвечал господин Голядкин, опустив глаза в землю, -- лучше отложим всё это в сторону, до времени...	neutral
1658	-- Эй-эй!	neutral
1659	-- Стойте, стойте!	neutral
1661	-- Как, каждый день вместе и мало знаешь?..	neutral
1663	-- А может, будочник и есть его отец?	neutral
1664	-- О, боже мой, боже мой!	negative
1666	-- Я не про то...	neutral
1667	-- Да, и Азорка тоже умер, -- отвечал я, и мне показался странным ее вопрос: точно и она была уверена, что Азорка непременно должен был умереть вместе с стариком.	negative
1669	-- Нет.	neutral
1670	-- Mais le ral…	neutral
1671	-- А волки?	neutral
1672	-- Да ведь и я так, кой-чему только, -- прибавил князь, чуть не в извинение.	neutral
1675	-- О, не имейте этой мысли, ничуть не бывало!	neutral
1677	-- Помню, батюшка, очень хорошо помню, что вы были, -- отчетливо проговорила старушка, по-прежнему не отводя своих вопрошающих глаз от его лица.	neutral
1679	-- Погоди, Илья, я вперёд пойду...	neutral
1680	-- А вот наш Семен Семеныч так неисправим, -- сказал Судьбинский, -- только мастер пыль в глаза пускать.	negative
1681	-- Ну-ка, мать, дай-ка сюда Библию-то...	neutral
1683	-- Только это!	neutral
1685	-- Так...	neutral
1686	-- Ту толстую, что лезет с узлом на извозчика?	negative
1687	-- Что такое?	neutral
1688	-- Что бишь это такое?	neutral
1690	-- В сыновья ко мне -- прямой путь для тебя, Матвей: надо думать, это богом указано, я не спорю!	neutral
1691	-- У тебя вот там мыши бегают по ночам -- я слышу.	neutral
1692	-- Ну, полно лежать!	neutral
1694	-- Да ты, Миколка, в уме, что ли: этаку кобыленку в таку телегу запрег!	neutral
1695	-- Так вы всё еще имеете намерение номер занять?	neutral
1696	-- И то хорошо,- отвечал Афанасий Иванович.	neutral
1697	-- Уступить бы им!	neutral
1698	-- В Москве!	neutral
1699	-- Ведь приказал долго жить!	neutral
1700	-- Бог знает что выдумает!	negative
1702	-- А сабля есть?	neutral
1703	-- Помилосердствуйте, панове!	positive
1705	-- Азорка, Азорка!	neutral
1706	-- Как!	neutral
1707	-- Это я вижу, кузина; но поймете ли?	neutral
1711	-- Я, Антон Антонович, славу богу, -- заикаясь, проговорил господин Голядкин.	neutral
1712	-- Еретик!	negative
1713	-- Иди к жене-то...	neutral
1715	-- Душно!	negative
1717	-- А как ты думал?	neutral
1719	-- Видно, сердце у тебя, мальчонка, хорошее, добро помнит.	neutral
1722	-- Чего же бы теперь, Афанасий Иванович, закусить?	neutral
1723	-- Эх ты, сволочь...	negative
1725	-- Да...	neutral
1726	-- И она спит.	neutral
1727	-- Я не рассердилась, а уж очень вы сразу...	neutral
1728	-- Извольте, чтобы доказать, что я вас люблю и желаю с вами познакомиться, я плачу пятнадцать рублей.	positive
1729	-- А если бы и кухня сгорела?	neutral
1731	-- А ты все пропивать будешь?	negative
1732	-- Эй, кулугурка!	neutral
1733	-- Обругалась, а взяла!	neutral
1734	-- Эй, ветошник!	neutral
1735	-- Не ты меня заставляешь грешить, а я тебя.	neutral
1736	-- А он что?	neutral
1737	-- Все Захар!	neutral
1738	-- Как это можно?	neutral
1745	-- Ну, молоканка, что нос повесила?	neutral
1746	-- Вон, вон, -- говорил он, -- все подметено, прибрано, словно к свадьбе...	neutral
1747	-- Конечно!	positive
1748	-- Что ты!	neutral
1749	-- А другие, а все?	neutral
1750	-- Ну да; сходи; а к тому ж и пройдешься, -- прибавил старик, тоже с беспокойством всматриваясь в лицо дочери, -- мать правду говорит.	neutral
1752	-- Мы, Маякины, еще при матушке Екатерине купцами были, -- стало быть, я -- человек чистой крови...	neutral
1753	-- Очень, -- ответил сосед с чрезвычайною готовностью, -- и, заметьте, это еще оттепель.	neutral
1754	-- Послушайте, -- сказал Раскольников, -- вот (он пошарил в кармане и вытащил двадцать копеек; нашлись), вот, возьмите извозчика и велите ему доставить по адресу.	neutral
1757	-- Вот это, -- разъяснял князь с чрезвычайным удовольствием и одушевлением, -- это собственная подпись игумена Пафнутия, со снимка четырнадцатого столетия.	neutral
1758	-- Мать твоя правду пишет, -- сказал он, -- ты живой портрет покойного брата: я бы узнал тебя на улице.	neutral
1759	-- Воротись, Наташа!	neutral
1760	-- А где он?	neutral
1762	-- А куда же они ноги денут?	neutral
1763	-- Да, я отлично сделает шушель, -- скромно подхватил сам гер Кригер, выступая на первый план.	neutral
1765	-- Кто же это там меня спрашивает, Герасимыч?	neutral
1766	-- Ух!	neutral
1769	-- Будет, Илюша!	neutral
1770	-- Нездоровится что-то, не могу!	neutral
1771	-- Нельзя ли их уговорить как-нибудь.	neutral
1772	-- Да, люблю как сумасшедшая, -- отвечала она, побледнев, как будто от боли.	neutral
1773	-- Да: жаль, что не застал.	negative
1774	-- С тех пор, государь мой, -- продолжал он после некоторого молчания, -- с тех пор, по одному неблагоприятному случаю и по донесению неблагонамеренных лиц, -- чему особенно способствовала Дарья Францевна, за то будто бы, что ей в надлежащем почтении манкировали, -- с тех пор дочь моя, Софья Семеновна, желтый билет принуждена была получить, и уже вместе с нами по случаю сему не могла оставаться.	neutral
1775	-- Здравствуйте, Пенкин; не подходите, не подходите: вы с холода!	neutral
1777	-- Так, господа, это так!	neutral
1778	-- Эх, разврат-то как ноне пошел!	negative
1780	-- Давайте!	neutral
1781	-- А давно здесь?	neutral
1783	-- Господи милосливый...	neutral
1784	-- Прекрасно!	positive
1785	-- Да; но зато француз -- маркиз и умнее, -- ответила она наиспокойнейшим образом.	neutral
1786	-- Ну, так и теперь разве нельзя до завтра?	neutral
1788	-- Скажу-с, скажу, не забуду.	neutral
1791	-- Гм...	neutral
1792	-- Позвольте, позвольте!	neutral
1793	-- Тоска зеленая!	negative
1794	-- Полтораста рублей за шинель!	negative
1796	-- Ну, теперь по домам!	neutral
1798	-- Помилуй, Nicolas, за городом!	neutral
1799	-- Нет, не знаю, совсем.	neutral
1800	-- Он завтра рано уезжает в Царское Село.	neutral
1801	-- Милостивый государь, позвольте спросить, что вы наделали?	neutral
1802	-- Во-вторых, нужно...	neutral
1804	-- Сказал, Крестьян Иванович, сказал, да тут же и взглянул на Андрея Филипповича, на дядю-то нашего нещечка, Владимира Семеновича.	neutral
1805	-- Вы про что говорите, дядя Ларион?	neutral
1806	-- Болван!	negative
1807	-- Не церкви, -- говорит, -- я сторож, а скоту: пастух я, пастухом родился и так умру!	neutral
1808	-- Настасью Филипповну?	neutral
1810	-- Какая грязь!	negative
1814	-- Куды!	negative
1817	-- А будешь ли помнить...	neutral
1818	-- А все-таки каждый день сидеть с женщиной и болтать!..- упрямо твердил Аянов, покачивая головой.- Ну о чем, например, ты будешь говорить хоть сегодня?	neutral
1819	-- Говор у вас как будто не русский!	neutral
1820	-- И в троицу святую веруешь?	neutral
1821	-- Матушка, Аграфена Ивановна!	positive
1822	-- Да ты не кричи!	neutral
1823	-- На небо, -- добавила Маша и, прижавшись к Якову, взглянула на небо.	neutral
1824	-- Да, получил.	neutral
1825	-- Нет, бог с вами!	negative
1826	-- Позвольте, панове запорожцы, речь держать!	neutral
1827	-- Скажи, что съедем.	neutral
1828	-- Да, Крестьян Иванович.	neutral
1830	-- Э!	neutral
1831	-- Женись, а не хочешь или нельзя, так оставь, займись делом...	neutral
1832	-- Швейцария тут не помешает, а впрочем, повторяю, как хочешь.	neutral
1835	-- Еще бы ты-то отказывался!	neutral
1836	-- В самом деле, не видать книг у вас!	neutral
1837	-- Что же я один угощаться буду?	neutral
1840	-- У Муссинских?	neutral
1844	-- Привез их человек: барыня, говорит, деревенских гостинцев прислала.	neutral
1845	-- В чём я виноват?	neutral
1846	-- Я вот всё думаю...	neutral
1847	-- Ну, это, матушка моя, песня старая.	neutral
1848	-- О, вы угадали опять, -- подхватил белокурый молодой человек, -- ведь действительно почти ошибаюсь, то есть почти что не родственница; до того даже, что я, право, нисколько и не удивился тогда, что мне туда не ответили.	neutral
1849	-- Да тут не написано про дрова-то.	neutral
1852	-- Пожалуй.	neutral
1853	-- Видели это?	neutral
1854	-- До романов ли, до меня ли теперь, Наташа!	neutral
1856	-- Олсуфий Иванович?	neutral
1858	-- Ну, а что, медведь наш сидит?..	neutral
1862	-- Ну, мне пора!	neutral
1863	-- Не жалей, братцы, бери всяк кнуты, зготовляй!	negative
1864	-- Понимаю вас.	positive
1866	-- Что делать?	neutral
1868	-- Проснулся?	neutral
1872	-- Гейн!	neutral
1873	-- Стало быть, побои городничего выступают в повести, как fatum древних трагиков?	neutral
1875	-- Да что же, жениться, я думаю, и завтра же можно; женился бы, а чрез неделю, пожалуй, и зарезал бы ее.	negative
1876	-- А, ну, впрочем, это дело другое -- извинить просят; однако ж позвольте, Герасимыч, как же это, Герасимыч?	neutral
1878	-- Чего же бы такого?	neutral
1880	-- Иди скорее!..	neutral
1881	-- Вашей святости -- земной поклон!	positive
1882	-- Пусти, бабуся, переночевать.	neutral
1883	-- Он, может быть, и совсем не придет, -- проговорила она с горькой усмешкой.	neutral
1884	-- Какая безобразная мысль!	negative
1886	-- Больно большой он...	neutral
1887	-- Позволь, я тебе серьезный вопрос задать хочу, -- загорячился студент.	neutral
1888	-- Не выживу...	neutral
1889	-- Печь надо выбелить.	neutral
1890	-- Да ты не слушаешь, -- сказала она.	negative
1891	-- Проваливай!	negative
1892	-- Не плачь!	neutral
1893	-- Перво-наперво, за Михайлом у меня в долгу тридцать пять рублей с двугривенным, да вот в сундуке лежит семнадцать с половиной.	neutral
1895	-- Позвольте, позвольте, генерал, так это он сам непременно потребовал, чтоб я не принадлежал к вашему дому, как вы изволите выражаться?	neutral
1896	-- Третьего дня слово дала.	neutral
1897	-- Нет, я вам заплатит за то, что ви сделайт шушель!	neutral
1898	-- Плыви на берег, а я окаянное корыто буду гнать туда!	negative
1899	-- Ну, играю, и что же?	neutral
1900	-- Да ведь у меня и денег нет, -- отвечал я спокойно; -- чтобы проиграться, нужно их иметь.	neutral
1901	-- А Павла дома нету?	neutral
1902	-- О том, как в одном городе городничий бьет мещан по зубам...	negative
1903	-- Дома-с, то есть нет-с, их нет дома-с.	neutral
1904	-- Что ж, -- говорил Афанасий Иванович, -- я куплю себе новое вооружение.	neutral
1905	-- Вы бы, Лизавета Ивановна, и порешили самолично, -- громко говорил мещанин.	neutral
1906	-- А!	neutral
1907	-- Ты видел, как он помирал?	neutral
1908	-- Не оставьте вы меня, горемычную, Антон Иваныч!	negative
1909	-- Ах, Наташа, да, может быть, это всё неправда, только слухи одни.	neutral
1910	-- А вам какое дело до этого, батюшка мой?	neutral
1911	-- Да, так видите, панове, что войны не можно начать.	neutral
1912	-- Я в Париже сначала поругался с одним поляком, -- ответил я, -- потом с одним французским офицером, который поляка поддерживал.	neutral
1914	-- Пойдем!	neutral
1915	-- Так вы решительно продолжаете быть убеждены, что рулетка ваш единственный исход и спасение?	neutral
1916	-- А я, брат, продолжаю не постигать, -- задумчиво заметил генерал, несколько вскинув плечами и немного расставив руки.	neutral
1918	-- Ну, что ж они?	neutral
1919	-- Да, в особенности для меня, -- сказал Обломов, -- я так мало читаю...	neutral
1920	-- На то твоя воля; не будем прекословить, -- отвечали бурсаки.	neutral
1922	-- Не покупайте у этой ничего: смотрите, какая она скверная -- и нос нехороший, и руки нечистые...	negative
1923	-- Эй вы, Свидригайлов!	neutral
1925	-- Славная она, -- говорил он, -- у ней всегда можно денег достать.	positive
1926	-- Ей-богу!	negative
1931	-- Нет, в кузницу.	neutral
1932	-- Он сказал?	neutral
1933	-- Как же, непременно!	neutral
1934	-- О, не извиняйтесь.	neutral
1935	-- Пожалуйста, пожалуйста!	positive
1936	-- Нет он услышит!	neutral
1937	-- Хе-хе-хе!	neutral
1938	-- Кого же выберете теперь в кошевые?	neutral
1939	-- Ничего, Паша, это я так!	neutral
1941	-- Ввести к нам?	neutral
1942	-- Негде погулять, -- отвечал кошевой, вынувши изо рта маленькую трубку и сплюнув на сторону.	neutral
1944	-- Вы еще не вставали!	neutral
1945	-- Что, Иван Петрович, не хотите ли чаю?	neutral
1946	-- С какою?	neutral
1947	-- Тише ты, чёрт!	negative
1948	-- Давеча наш лавочник видел, как несли их вверх; он спрашивал, не уступим ли ему мед:	neutral
1949	-- А ничего, родной, как есть ничего.	neutral
1952	-- В тюрьму бы за это и земского и попа!	neutral
1953	-- О, боже ж мой, боже мой!	negative
1955	-- Да-с, -- сказал Антон Антонович, немного подумав и как будто в первый раз пораженный таким обстоятельством, -- да-с!	neutral
1956	-- Думаю, -- серьезно отвечал он помолчав.	neutral
1958	-- Что ж, вы показали?	neutral
1959	-- Замуж за меня пойдешь?	neutral
1961	-- Валяй, брат, ещё!	negative
1962	-- Ничего...	neutral
1963	-- Я вам благодарен, Крестьян Иванович, весьма благодарен и весьма чувствую всё, что вы для меня теперь сделали.	neutral
1964	-- Паничи!	neutral
1965	-- Нет!	neutral
1966	-- К Измайловскому мосту.	neutral
1967	-- Ах, стыд-то какой теперь завелся на свете, господи!	negative
1969	-- Носовой платок, скорей!	negative
1970	-- Точно так.	neutral
1971	-- А скоро опять Христос придёт?	neutral
1973	-- Ступай домой, поезжай...	neutral
1975	-- Ось сусулька!	neutral
1977	-- Когда я рассчитывал купить вас деньгами?	neutral
1980	-- Пошел вон!	negative
1982	-- Хе!	neutral
1985	-- Я вас не спрашиваю, какое именно дело, -- мое дело только об вас доложить.	neutral
1986	-- И, однако ж, я сама, как ни глупо это, почти тоже надеюсь на одну рулетку, -- сказала она задумываясь.	neutral
1988	-- Наберется -- я знаю, -- твердил слуга.	neutral
1991	-- Хочу я спросить тебя, -- тихонько сказала она, -- что ты все читаешь?	neutral
1994	-- Для чего я не служу, милостивый государь, -- подхватил Мармеладов, исключительно обращаясь к Раскольникову, как будто это он ему задал вопрос, -- для чего не служу?	neutral
1997	-- Учиться, а потом -- учить других.	neutral
1999	-- Нечего, батько, вспоминать, что было, -- отвечал хладнокровно Остап, -- что было, то прошло!	neutral
2000	-- Да, кузина: вы обмануты, и ваши тетки прожили жизнь в страшном обмане и принесли себя в жертву призраку, мечте, пыльному воспоминанию...	negative
2001	-- Как не можно?	neutral
2002	-- Именно она -- и больше ничего!	neutral
2003	-- Аграфена Ивановна!	neutral
2004	-- Неведомо!	neutral
2006	-- Вы поэт, артист, cousin, вам, может быть, необходимы драмы, раны, стоны, и я не знаю, что еще!	neutral
2008	-- Я так и предчувствовал, -- перебил князь, -- что вы непременно увидите в посещении моем какую-нибудь особенную цель.	neutral
2009	-- А где же Антон Иваныч?	neutral
2010	-- Хоть бы глазом одним в нутро-то взглянуть!..	neutral
2012	-- Что же надо делать, чтоб понять эту жизнь и ваши мудреные правила?	neutral
2013	-- Господи -- помилуй!	negative
2014	-- И вы надеетесь?	neutral
2015	-- С ружьём-то?	neutral
2016	-- Это не шлафрок, а халат, -- сказал Обломов, с любовью кутаясь в широкие полы халата.	neutral
2018	-- Только хнычет!	negative
2019	-- А там казнят?	neutral
2020	-- Чего же еще: у меня все есть, и ничего мне не надо...	neutral
2022	-- Понимаешь ли ты, -- сказал Илья Ильич, -- что от пыли заводится моль?	negative
2023	-- Ты не скучаешь, что я тебя туда таскаю?	neutral
2024	-- Да хоть из любопытства прочтите.	neutral
2025	-- Не знаю.	neutral
2027	-- Нет, учусь...	neutral
2028	-- Разве это дело?	negative
2031	-- Оно конечно, в поле оставаться нечего.	neutral
2033	-- Я не укладывал.	neutral
2034	-- Своего положения?	neutral
2035	-- Скоро светать будет, лег бы ты, уснул!	neutral
2039	-- Трудиться как-нибудь хотел.	positive
2041	-- Много ль за часы-то, Алена Ивановна?	neutral
2042	-- Лучше бы пойти, Наташа; ведь ты же хотела давеча и шляпку вот принесла.	neutral
2043	-- Об ней, о той, что с темными волосами.	neutral
2046	-- Именно, -- подхватил Пенкин.	neutral
2047	-- Погоди!	neutral
2048	-- Хорошо, я дам тебе опиуму, только нарисуй мне красавицу.	positive
2049	-- Что вы делали сегодня утром?	neutral
2051	-- Послушайте, любезный, -- произнес он с робостью, -- вы, верно, не туда изволили зайти.	neutral
2053	-- Поздравить?	neutral
2054	-- Вы же ведь все прогоняли меня: завтра да завтра...	neutral
2055	-- Вы его чем-нибудь рассердили?	neutral
2056	-- И матери не знаю.	neutral
2057	-- Sind Sie rasend?	neutral
2059	-- Да-с, один из моих близких знакомых поздравил с чином, с получением асессорского чина, другого весьма близкого тоже знакомого, и вдобавок приятеля, как говорится, сладчайшего друга.	neutral
2061	-- Помоги, -- говорю, -- господи, и научи мя, да не потеряю путей твоих и да не угрязнет душа моя во грехе!	neutral
2062	-- Ах, ах как нехорошо!	negative
2063	-- Иисусе Христе, помилуй нас!	neutral
2065	-- Я был нездоров, -- ответил я.	neutral
2066	-- Так, маменька.	neutral
2067	-- Нет, не думаю.	neutral
2068	-- Да -- я!	neutral
2070	-- И слава богу!	positive
2071	-- Значит, -- говорю, -- в монахи уйду!..	neutral
2072	-- Коли не жениться, так незачем и ходить, -- апатично повторил Аянов.	neutral
2073	-- А я вот к тебе, Петрович, того...	neutral
2076	-- Ну, ты помаленьку, а то испужаешь; страшно уж очинна.	neutral
2078	-- А она тебя два раз...	neutral
2080	-- Вот, вывел бог Лота из Содома и Ноя спас, а тысячи погибли от огня и воды.	neutral
2081	-- Я тебе вот что скажу, -- строго молвил полицейский, -- всё это ты от старости лопочешь...	negative
2086	-- Не обижай, -- милый!..	neutral
2088	-- Не моги!	neutral
2089	-- Сейчас, когда я был с поздравлением, дала.	neutral
2091	-- Ишь, пострелёнок!	negative
2092	-- Нет, не помню!	neutral
2093	-- Петрович, пожалуйста, -- говорил Акакий Акакиевич умоляющим голосом, не слыша и не стараясь слышать сказанных Петровичем слов и всех его эффектов, -- как-нибудь поправь, чтобы хоть сколько-нибудь еще послужила.	neutral
2094	-- Захар!	neutral
2096	-- Да!-отвечала она.	neutral
2097	-- Ведь вы звали?	neutral
2098	-- Что делать, Анна Павловна, все мы человеки!	neutral
2100	-- Хорошо, матушка, я готов: пожалуй, и отужинаю.	positive
2101	-- Где платок?	neutral
2103	-- Чего вы стонете, Афанасий Иванович?	neutral
2105	-- Книги и картины перед рождеством: тогда с Анисьей все шкафы переберем.	neutral
2106	-- Нет, ничего не оставил, -- отвечал я.	neutral
2107	-- Да как же, батюшка, Илья Ильич, я распоряжусь?	neutral
2108	-- Уж кто-то и пришел!	neutral
2109	-- Валяй!	neutral
2110	-- Бог вас награди за вашу добродетель!	positive
2111	-- Ну-с, -- продолжал оратор, солидно и даже с усиленным на этот раз достоинством переждав опять последовавшее в комнате хихикание.	neutral
2112	-- То есть что будет стоить?	neutral
2113	-- Куда?	neutral
2114	-- Но это невозможно!	negative
2115	-- Вот!	neutral
2117	-- А знаете, князь, -- сказал он совсем почти другим голосом, -- ведь я вас все-таки не знаю, да и Елизавета Прокофьевна, может быть, захочет посмотреть на однофамильца...	neutral
2118	-- Какой это священник!	neutral
2119	-- Меня связывают с генералом отчасти дела, отчасти некоторые особенные обстоятельства, -- сказал он сухо.	neutral
2120	-- Покорно благодарю-с.	positive
2121	-- Два слова-с: имеете вы хотя бы некоторое состояние?	neutral
2122	-- И его еще нет!	neutral
2123	-- Да вы не верьте, Пульхерия Ивановна, что он красный в средине, -- говорил Афанасий Иванович, принимая порядочный ломоть, -- бывает, что и красный, да нехороший .	neutral
2125	-- Как?	neutral
2129	-- От нас -- всякая душа, да нам пользы ни шиша!	negative
2130	-- Ну, что это ты, батюшка!..	neutral
2131	-- Васильевна.	neutral
2132	-- Вот, коли будете писать, так уж кстати извольте и счеты поверить: надо деньги заплатить.	neutral
